incident_summary,true_label,pred_label,raw_output
"Two CRPF troopers were injured in an encounter between SF personnel and the CPI-Maoist cadres at Jorabeda forest under Arki Police Station area in Khunti District. Around 6.45am, the CPI-Maoist led by Kundan Pahan of ‘Platoon 39’ saw the SFs trekking the hills and opened fired at the troopers. After nearly two hours of encounter, the CPI-Maoist escaped into the forests towards nearby Mosanga village. The SFs led by Ranchi (ASP, operation) Apoorva neutralised the Maoist camp on top of the Jorabeda hill and recovered a 15kg cylinder bomb, Maoists literature and other logistics.",Security,Maoist,Maoist
"Khammam District Police claimed to have arrested two squad members of CPI-Maoist Venkatapuram Area Committee, two militia 'commanders' and five militia members in the dense forest area surrounding Chintaguppa.",Security,Security,Security
"Remains of Jagmohan, a village guard, abducted by the CPI-Maoist about six months ago, were recovered by Police from Dhumusil village in Koraput District.",Maoist,Maoist,Maoist
SF personnel shot dead a CPI-Maoist cadre during an encounter with the Maoists at a forested area under Khaprakhol Police Station in Bolangir District.,Unknown,Security,Security
"Cadres of the CPI-Maoist kill a Congress party sympathiser, Maripalli Lingaswamy, at Appaipalli village in the Mahabubnagar District.",Maoist,Maoist,Maoist
"CPI-Maoist cadres killed Nrusimha Panda alias Babuli Panda, a leader of the ruling BJD, at Ramgiri village in Baipariguda Block of Koraput District.",Maoist,Maoist,Maoist
"A CPI-Maoist action squad killed Raju alias Kewalrao Atkamwar (42), a prominent NCP leader, and injured Prashant Kukkalwar, also an NCP worker, barely 300 metres from the Police Station of Etapalli town in Gadchiroli District.",Maoist,Maoist,Maoist
"The Police said that a close aide of slain CPI-Maoist politburo member, Cherukuri Rajkumar alias Azad, identified as Patra Majhi, was arrested from Adaba area of Gajapati District. Majhi, secretary of a Maoist backed farmers' body for Gajapati, Rayagada and Kandhamal Districts, was reportedly involved in about a dozen cases",Security,Security,Security
The Maoists also damaged railway track between Kirandul and Bacheli town and opened fire on Chintagufa and Timilwada Police camps in Sukma District on January 26.,Maoist,Maoist,Maoist
"A group of PLFI cadres, accused of resorting to extortion, went on the rampage in Jaikudar village under Raiboga Police Station limits of Sundargarh District and set ablaze house of a youth.",Maoist,Maoist,Maoist
"About 10-12 armed cadres of the CPI-Maoist killed Nandalal Besra (52), a supporter of the ruling CPI-M and abducted his niece identified as Anima Besra (32), who works with the Integrated Child Development Scheme (ICDS) project, from Letham village at Bandwan in Purulia late in the night.",Maoist,Maoist,Maoist
CRPF and District Armed Force personnel conducted a raid in Beyand village under Manika Police Station limits in Latehar District and arrested an 'area commander' of CPI-Maoist,Security,Security,Security
"Jamui Police recovered five can bombs from a village under the Laxmipur Police Station in the Jamui District. The Jamui Superintendent of Police Rakesh Kumar Rathi said one of the recovered can bombs weighed 50 kilograms while the other four weighed 14 kilograms each. ""The bombs were presumably meant to target a Police patrolling party,"" said Additional Director General of Police (ADG, Headquarters) U. S. Dutt. The Jamui SP, who led the raiding party on getting confidential information that extremists had collected some explosives, surrounded the hideouts of the suspected Maoists at village Thada Mor under the Laxmipur Police Station. The Maoists, however, managed to escape leaving behind the explosives and five detonators.",Maoist,Maoist,Maoist
"A live Chinese grenade and several China-made bullets were recovered, embedded in trees, during search and counter-insurgency operation near Jheerum Ghati, where 28 people, including three senior Congress leaders, were killed in the May 25 ambush. Apart China made grenade SFs found two other grenades during the search. Surprisingly, one grenade that was found near the body of Pawan Kondra, the previous day, was found missing from the spot when explosives experts reached there to defuse it.",Security,Unknown,Unknown
"The Police, in a search operation, arrested six Maoists after chasing them in a forest close to Chillamraka village in Bijapur District.",Security,Security,Security
"Four CPI-Maoist cadres were arrested by the Police from Baghima village in the Gumla District. The Police also seized eight rifles, two pistols and more than 300 cartridges and Maoist literature. One of the seized rifles was a .303 Police rifle, stolen earlier by the Maoists.",Security,Security,Security
11 suspected activists of the CPI-Maoist were arrested at Kevari village under Kudra Police station in the Kaimur District.,Security,Security,Security
"About 60-70 cadres of the CPI-Maoist belonging to the Gatta dalam came to the Jangiya village of Gadchiroli District and killed two youngsters, Ranjit Baju Hodi and Santosh Navadesh Navadi,. The Deputy Superintendent of Police, Santosh Pradhan, said that the killing might have been an attempt to avert the leaking of information regarding the landmine blasts on October 12 in the same area.",Maoist,Maoist,Maoist
"Armed cadres of the CPI-Maoist killed a village chowkidar (guard) by slitting his throat at Badaki Hathia village in the Munger District. Around 50 Maoists raided the village, captured the chowkidar and took him to an isolated place and killed him, the Police said.",Maoist,Maoist,Maoist
"A joint squad of CRPF and the District Police Force arrested four Maoists from Nilavaram village under Gadiras Police Station limits in Sukma District of Chhattisgarh. Of the four, one Katti Guddi alias Madkam Ganga was carrying a reward of INR 2,000 on his head. All four were active members of DAKMS, a front of the CPI-Maoist, and were allegedly involved in various crimes including creating disturbance during panchayat election in 2015.",Security,Security,Security
"Police recovered around 590 detonators, 199 gelatine sticks along with fuse wires from the house of Md. Mantag at Kurpa village under Narayan Police Station in Jamtara District.",Security,Unknown,Unknown
"Five Maoists, including three 'commanders' and a cadre of the CPI-Maoist and a 'zonal committee secretary' of the Prathighatana group, surrendered to the District Police at Warangal in the presence of Superintendent of Police Soumya Mishra. The surrendered included Kukunoor Local Organising Squad (LOS) 'commander', P. Sammaiah alias Naveen (carrying a head money of INR 200000) and his wife M. Pushpa, Narsampet LOS 'commander' Kadari Bhaskar alias Ramesh, and 'commander' P. Lakshmi alias Pushpa of the CPI-Maoist and Peddapalli zonal committee secretary of the Prathighatana group, K. Chinni Krishna alias Anil.",Maoist,Maoist,Maoist
"A group of persons, suspected to belong to a Maoist group, tried to storm into the party headquarters of the ruling Communist Party of India-Marxist in the capital Kolkata after a demonstration. The demonstrators were chased away by the Police personnel on duty at the spot as well as by some local people.",Maoist,Maoist,Maoist
"A hardcore CPI-Maoist cadre, Tulsi Mahto, was arrested from Chakulia area of Ghatsila sub-division in East Singhbhum District.",Security,Security,Security
The Maoist cadres set on fire the house of a PLFI 'area commander' Rahul Yadav in Manika in Latehar District.,Maoist,Maoist,Maoist
"In Kanker District, polling could not be held in two polling stations as IED blasts and firing from Maoists prevented polling parties from reaching there. However, no casualty was reported.",Maoist,Maoist,Maoist
"State 'commander' of Kishore Sangha and close associate of top CPI-Maoist leader Kishenji, top Maoist leader Kamalesh Mahato, surrendered before the Police in Jhargram in West Midnapore District.",Maoist,Security,Security
"Sariami Dara alias Santosh (35), a self-styled 'deputy commandant' of the CPI-Maoist, surrendered before DIG, south-west range, Soumendra Priyadarshi in Malkangiri District.",Maoist,Maoist,Maoist
"Two cadres of the CPI-Maoist, identified as Aluvala Swamy alias Suryam, a leader wanted in Orissa and Chhattisgarh, and P. Ramana alias Uma, a ‘commander’, surrendered before the Warangal Police. They were active in the Bastar region of Chhattisgarh.",Maoist,Maoist,Maoist
"A woman CPI-Maoist cadre, identified as Sandhaya alias Shivabati (20), who was carrying a reward of INR 100,000 on her head, surrendered before Police in Nabarangpur District.",Maoist,Maoist,Maoist
"Some cadres of the CPI-Maoist, led by ‘zonal commander’ Nakul Yadav engaged in a gunfight with Jharkhand Chhattisgarh Simant Committee, a Maoist splinter group, led by Sanjay Yadav in the dense forests between Makka and Ambapawa under Jobang Police station in Lohardaga District. According to Police, there were no casualties on either side.",Maoist,Maoist,Maoist
