incident_summary,raw_output,true_civilians,pred_civilians,true_maoist,pred_maoist,true_government_officials,pred_government_officials,true_security,pred_security,true_private_property,pred_private_property,true_mining_company,pred_mining_company,true_government_infrastructure,pred_government_infrastructure,true_non_maoist_armed_group,pred_non_maoist_armed_group,true_no_target,pred_no_target
"A local Bharatiya Janata Party leader, Bishamber Singh, was shot dead by cadres of the JLT, a group comprising CPI-Maoist dropouts, in the Simdega District The JLT cadres left behind a pamphlet warning other politicians of a similar fate if they continued to work against them.",Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Deputy Superintendent of Police Ashish Chandra got injured after a suspected Left Wing Extremist woman attacked him with chair at her house at Sobhana Chak area in Munger District,Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Two former cadres of the CPI-Maoist were shot dead by the Maoist cadres at Atikheta village in Latehar District. The bullet-riddled bodies of Nirmal Singh and Birendra Singh Kharwar were recovered during the day with the Maoists claiming responsibility, SP Kuldip Diwedi said",Maoist,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police personnel neutralised a Maoist hideout at Bailadila hills in the Dantewada District of Chhattisgarh and arrested an 'area commander', identified as Sonu Telam.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ajay Ganjhu alias Parasji (45), a top CPI-Maoist leader, was killed in a joint operation by the Jharkhand Police and the CRPF in Kunda forest in Chatra District of Jharkhand. Ganjhu, who had been heading the Bihar-Jharkhand regional committee of the CPI-Maoist, carried INR 1.7 million on his head.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On the second day of the ‘martyrs week, organised by the CPI-Maoist from July 28-August 3, Maoists opened fire towards Cherpal Police post in the Bijapur District and fled after retaliatory action by the Police.","Maoist, Security",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Two Maoists were arrested from a passenger train in Dantewada District of Chhattisgarh. Following a tip-off about the presence of two Maoists in a passenger train running between Visakhapatnam and Kirandul, Police swung into action and arrested the duo, said Dantewada SP Kamlochan Kashyap, adding that the State Government had declared cash reward of INR 1000,00 each on them. The arrested Maoists were identified as Rajesh Bhaskar (20) and Mangal (22).",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maoist Khammam District ‘Charla Local Guerilla Squad commander’, M. Punnam, who carried a reward of INR 50,000 on his head, surrendered along with his wife Kavitha, a ‘deputy commander’ of the Vezedu squad in Khammam District. Another Maoist, identified as L. Vasantha, who was active in the Badegaon area of Chhattisgarh and carried a reward of INR 20,000 on her head, also surrendered.",No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"The Gaya Police seized a huge cache of explosives, including 1,200 detonators, five gelatine sticks and 200 metres of wire, from a room at Balthar village under the CPI-Maoist-dominated Barachatti Police Station of Gaya District. The Superintendent of Police Sushil Khopde said a suspected Maoist has been arrested in this connection. Identified as Surindra Manjhi, he is said to be the caretaker of the room where the detonators were found under a heap of animal fodder.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A State Policeman was injured when a pressure bomb laid by Maoists exploded in Kanker District when the team was checking for planted IEDs.,Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Four Maoists identified as Mohan Mahato, Tapan Mahato, Ravi Mahato and Choitanya Mura were caught by villagers and handed over to the Police in the Belpahari area of West Midnapore District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CPI-Maoist cadres killed Manoj Yadav, a villager by beheading him in Karhara in Jamui District of Bihar for non-payment of extortion. The Maoists left a leaflet on the spot to specify reasons for killing the villager, Police said.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, carrying a reward of INR 50,000 on his head, was arrested from Katudandh village in Rohtas District. He was identified as Mangal Chero. A self-loading rifle (SLR) and a dozen ammunition were seized from the Maoist.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Forces personnel and the CPI-Maoist cadres exchanged gunfire near Kendua Pahari under Gaona Police Station limits in Giridih District.,"Security, Maoist",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"CPI-Maoist cadres have yet again abducted another person in Malkangiri District. The victim, Bhima Podiami was a militia with the CPI-Maoist but had surrendered before Police in 2013. A group of 30 armed Maoists arrived at Gandhipadar village at around 11 pm and dragged Bhima out of his house at gun-point. Later, they took him to the nearby forest, sources said.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four Maoists including two women surrendered before Police in Kondagaon District of Chhattisgarh citing ""sexual exploitation"" of women members by senior cadres.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
A ‘tiffin bomb’ and a ‘pipe bomb’ along with two batteries and two switches were recovered by the Police during a combing operation near Ponjar hills in the Bijapur District,Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CPI-Maoist activist Macha Suguna alias Aruna alias Shanta surrendered in the presence of OSD Sanpreet Singh at the District Police headquarters in Warangal District of Telangana.,No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"A hardcore Naxalite, Deonath alias Jokhu Singh, who was wanted in connection with a incident at Madhuban, was arrested from a village in East Champaran District. Acting on a tip-off, a Police team headed by Deputy Superintendent of Police K. Anand raided a house in Mahmada village and arrested Deonath.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A tipper and a road roller were set ablaze by Communist Party of India-Maoist (CPI-Maoist) cadres on National Highway 30 near Kukanar village in Jagdalpur (District Headquarters) in Chhattisgarh. The two vehicles were parked on NH-30 between Kukanar and Lakhapal villages about three kilometers from Jagdalpur for the repair of six roads, officials stated. About 20 Maoists walked to the site and threatened the contractor and labourers to stop the work and they set ablaze the two vehicles.",Private Property,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CPI-Maoist cadres assaulted a villager of Bansari to death, under Ambagarh Police station of Rajnandgaon District.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three Policemen were killed in a CPI-Maoist ambush in Narayanpur District on June 25. Those killed included two Chhattisgarh Armed Forces' men and another from the District force of the state Police. ""Heavily armed insurgents, who were waiting on a hilly point in Narayanpur District, triggered a blast and then opened indiscriminate firing Wednesday night that killed three cops,"" Pawan Deo, Deputy Inspector General of Police. The Maoists also took away the weapons of the slain Policemen.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Bastar District Police claimed a major success when they arrested a Police-turned-Maoist identified as Korsa Joga about nine months after he joined the Maoists.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PLFI 'area commander' Lalit Kumar Badaik of Bano surrendered before Kotwali Police in Simdega District.,No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"A group of around 18 CPI-Maoist cadres set ablaze a tractor at a brick kiln at Chandi village under Sadar Police Station area of Vaishali District of Bihar, and left behind a pamphlet demanding a monthly 'levy' of INR 25,000 from its owner, Anuj Rai.",Private Property,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Somji alias Soma Ayutu Made (30), reported to be a top CPI-Maoist 'commander' from Bastar District in Chhattisgarh, was arrested in an operation in Gadchiroli District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An abducted Special Police Officer (SPO), Irpa Dinesh, was killed by cadres of the CPI-Maoist at Basaguda Busti in Bijapur District.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Singa Katami alias Mahesh, allegedly involved in several violent incidents was arrested during combing operations by SFs in Sudhakonda forest in MV-79 in Malkangiri District of Odisha. Mahesh had joined the CPI-Maoist in 2009 and had been working under Kalimela Dalam. He functioned as a bodyguard of Maoist leader Uday and was involved in a number of Maoist acts including a major encounter with SFs at Tentulipadar in 2011 and Janiguda BSF ambush in 2012.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadres of the CPI-Maoist killed a Salwa Judum activist, Gangaram of Batawada government relief camp under Bhairamgarh Police station area in the Bijapur District, while he was returning to the camp.",Non-Maoist Armed Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Armed Maoists attacked the forest offices at Sunabeda sanctuary in Nuapada District and set them ablaze. Around 40 Maoists, including women cadres, targeted the rest shed, ranger and forester's offices of Sunabeda Wildlife Division at Sunabeda village. They tied up watchman Amar Majhi before setting all documents on fire.",Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
a community leader of the Congress party is shot dead by Naxalites in the Karimnagar District.,Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two suspected naxalites, identified as Sudhakar and Radha alias Sunnam Nagamani of the Communist Party of India-Marxist-Leninist-New Democracy (CPI-ML-New Democracy) were killed in an encounter in a forest area of Vararamachandrapuram in the Khammam District. Police recovered three weapons including an SBBL gun and some kitbags from the incident site.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Police and CPI-Maoist cadres exchanged gun fire near Kadhaikhodra village in Kanker District.,"Security, Maoist",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The SFs shot dead three CPI-Maoist cadres during an encounter in the Bijapur District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A suspected CPI-Maoist cadre, belonging to the Indervelli squad, is killed during an encounter with the Police at Babapur village in Adilabad District.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"A former village sarpanch, identified as Somlu Tati, who was abducted by the CPI-Maoist, was found dead in Bijapur District. The body of the former sarpanch of Todka village panchayat was found lying in a pool of blood on a road near his native place Todka under Gangaloor Police Station limits, Bijapur ASP Indira Kalyan Elesela said. Tati was reportedly abducted by Maoists last week from his village, after he was suspected to be a 'Police informer'.",Government Officials,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The Police arrested a suspected woman Maoist and recovered a substantial quantity of explosives from her house at Katra village in Garhwa District. ""Based on intelligence input that Maoist, Rukshana Khatun alias Soni Kumari alias Gudia had returned home, Police raided her house and arrested her,"" SP, S. Michael Raj said. The Police recovered 31 detonators, one kilogram of explosive material, two powerful batteries, a country-made pistol, three mobile sets and Maoist literature from her, he said.","Maoist, Security, Private Property",0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"A group of around 50 cadres and supporters of the CPI-Maoist poured petroleum products in machine rooms of three telecommunication towers belonging to Bharat Sanchar Nigam Ltd. (BSNL), Airtel and Idea and set them ablaze in Konwai village in Palamu District.","Government Infrastructure, Private Property",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"Two personnel of the joint SFs were injured when the Maoists exploded two landmines -- one at Pirakata and the other at Maldiha in Lalgarh. Cadres of the PCPA set ablaze two goods-loaded trucks on fire on National Highway 6, for violating the bandh (shut down) called by them in three Districts of West Midnapore, Purulia and Bankura. The truck was heading towards Kharagpur. Another truck was burnt on State highway 9 near Salboni by the PCAPA supporters. The truck was heading towards Jhargram from Lodhashuli. Asit Mahato, convener of PCPA, said""The trucks were set on fire as they did not comply with the will of the people by going against the bandh call."" The bandh had been called to protest against the Police firing on PCPA supporters at Satpati near Lalgarh on Thursday [December 10] night, in which one PCPA activist was killed.","Security, Private Property, Civilians",0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Over 200 cadres of the CPI-Maoist laid a siege on Ramban village and killed five villagers in Sheohar District.,Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suspected cadres of the CPI-Maoist abducted a security personnel posted with the DRDO unit in Bastar from Gorli area in Dantewada District.,Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Six dumps of illegal arms and ammunition, including 312 kilograms of gelatine sticks, 30 detonators, 170 coupling bombs and 60 rounds of ammunition belonging to the CPI-Maoist and three arms hidden by the Praja Pratighatana faction of the CPI-ML, were recovered by the Warangal District Police. These arms and ammunition were recovered during a search operation in the Tadvai, Kothaguda and Chityal mandals and major recoveries were made at Velishala hills in Chityal and the Kothaguda forest.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Acting on a tip-off that cadres of the CPI-Maoist had converged at a training camp on the Gajapati-Kandhamal border, a Central Reserve Police Force team rushed to the spot and shot dead a Maoist and injured another in an encounter","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Police at Vijayawada in Andhra Pradesh recovered 297 rocket shells, six rocket launchers and other material from four scrap dealers in Autonagar.",Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
