incident_summary,raw_output,true_armed_assault,pred_armed_assault,true_arrest,pred_arrest,true_bombing,pred_bombing,true_infrastructure,pred_infrastructure,true_surrender,pred_surrender,true_seizure,pred_seizure,true_abduction,pred_abduction
"Four CPI-Maoist cadres identified as Sada Mandawi (34) - former 'commander' of Barda Jan Militia (Peoples militia) group, and 'squad members' Dukalu (32), Shardu Kavde (22) and Manguram (32), surrendered in Kondagaon District of Chhattisgarh. The cadres were disappointed with ""discrimination and exploitation by their seniors, particularly from Andhra Pradesh, in the outlawed outfit.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Maoists shot dead a Police personnel in the Kanker District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jharkhand Police arrested a CPI-Maoist cadre, identified as Dinesh Manjhi, from Giridih District of Jharkhand. The Maoist was pasting posters for boycotting the ongoing State Assembly elections. The Police also recovered explosives along with arms and ammunition from his possession.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
Police recovered 45 kilograms of landmine in Koilibeda in Kanker District.,"Seizure, Bombing",0,0,0,0,1,1,0,0,0,0,0,1,0,0
A State Policeman was injured when a pressure bomb laid by Maoists exploded in Kanker District when the team was checking for planted IEDs.,"Bombing, Armed Assault",1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Four Maoists identified as Mohan Mahato, Tapan Mahato, Ravi Mahato and Choitanya Mura were caught by villagers and handed over to the Police in the Belpahari area of West Midnapore District.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"CPI-Maoist cadres slit the throat of a 30-year-old forest guard, identified as Rajkumar Perchelwar, on suspicion of being a Police informer, at Jambia village in the Gadchiroli District.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"CPI-Maoist cadres have yet again abducted another person in Malkangiri District. The victim, Bhima Podiami was a militia with the CPI-Maoist but had surrendered before Police in 2013. A group of 30 armed Maoists arrived at Gandhipadar village at around 11 pm and dragged Bhima out of his house at gun-point. Later, they took him to the nearby forest, sources said.","Abduction, Armed Assault, Surrender",0,1,0,0,0,0,0,0,0,1,0,0,1,1
"Four Maoists including two women surrendered before Police in Kondagaon District of Chhattisgarh citing ""sexual exploitation"" of women members by senior cadres.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"For the first time, cadres Communist Party of India-Maoist (CPI-Maoist) struck in Nabarangpur District, killing two persons, identified as Baisakhu Bhatra of Umerkote block and Pradip Mujherjee of Telpani village in Jharigam block, at Timanpur village under Raighar block in the night.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Maoists killed a railway worker, identified as Srikant Saren and set ablaze a bulldozer near Nunnungeria village in Jhargram area of the District. Srikant had brought a bulldozer in the village to dig a pond.","Armed Assault, Infrastructure",1,1,0,0,0,0,1,1,0,0,0,0,0,0
The Police arrested arms supplier Sanjay Khare charging him with supplying weapons to Naxalites in Yellandu.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
A ‘tiffin bomb’ and a ‘pipe bomb’ along with two batteries and two switches were recovered by the Police during a combing operation near Ponjar hills in the Bijapur District,"Bombing, Seizure",0,0,0,0,0,1,0,0,0,0,1,1,0,0
"A hardcore Naxalite, Deonath alias Jokhu Singh, who was wanted in connection with a incident at Madhuban, was arrested from a village in East Champaran District. Acting on a tip-off, a Police team headed by Deputy Superintendent of Police K. Anand raided a house in Mahmada village and arrested Deonath.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Two women cadres of the CPI-Maoist, identified as Sehelestica Minz alias Sujata and Rasmita Naik alias Kabkit, surrendered before the Sambalpur District administration, along with two rifles and five rounds of live bullets.","Surrender, Seizure",0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Three Policemen were killed in a CPI-Maoist ambush in Narayanpur District on June 25. Those killed included two Chhattisgarh Armed Forces' men and another from the District force of the state Police. ""Heavily armed insurgents, who were waiting on a hilly point in Narayanpur District, triggered a blast and then opened indiscriminate firing Wednesday night that killed three cops,"" Pawan Deo, Deputy Inspector General of Police. The Maoists also took away the weapons of the slain Policemen.","Armed Assault, Bombing, Seizure",1,1,0,0,1,1,0,0,0,0,0,1,0,0
Bastar District Police claimed a major success when they arrested a Police-turned-Maoist identified as Korsa Joga about nine months after he joined the Maoists.,Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PLFI 'area commander' Lalit Kumar Badaik of Bano surrendered before Kotwali Police in Simdega District.,Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"A group of around 18 CPI-Maoist cadres set ablaze a tractor at a brick kiln at Chandi village under Sadar Police Station area of Vaishali District of Bihar, and left behind a pamphlet demanding a monthly 'levy' of INR 25,000 from its owner, Anuj Rai.","Infrastructure, Seizure",0,0,0,0,0,0,1,1,0,0,0,1,0,0
"An abducted Special Police Officer (SPO), Irpa Dinesh, was killed by cadres of the CPI-Maoist at Basaguda Busti in Bijapur District.","Abduction, Armed Assault",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"A CPI-Maoist cadre, identified as Singa Katami alias Mahesh, allegedly involved in several violent incidents was arrested during combing operations by SFs in Sudhakonda forest in MV-79 in Malkangiri District of Odisha. Mahesh had joined the CPI-Maoist in 2009 and had been working under Kalimela Dalam. He functioned as a bodyguard of Maoist leader Uday and was involved in a number of Maoist acts including a major encounter with SFs at Tentulipadar in 2011 and Janiguda BSF ambush in 2012.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A gun battle took place between a group of CPI-Maoist cadres and cadres of TPC in a place near Kouriya village in Palamu District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Maoists burnt down files at forest and commercial check gates at Sidibalsa on the Andhra-Orissa border in Koraput District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Two suspected naxalites, identified as Sudhakar and Radha alias Sunnam Nagamani of the Communist Party of India-Marxist-Leninist-New Democracy (CPI-ML-New Democracy) were killed in an encounter in a forest area of Vararamachandrapuram in the Khammam District. Police recovered three weapons including an SBBL gun and some kitbags from the incident site.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"SFs seized 40 detonators, besides other materials and defused three cane bombs from a CPI-Maoist hideout at Hasanbar village in Bihar's Aurangabad District during a search operation. The articles seized were 200 m wire, five batteries, glass and iron rods from the spot.","Seizure, Bombing",0,0,0,0,0,1,0,0,0,0,1,1,0,0
"A contractor, identified as Tukuna Sahu, was killed by CPI-Maoist cadres after being branded as a Police informer in Keonjhar District. The dead body of Sahu was found near a pond in Harichandanpur village. The Maoists also left a handwritten note near his body saying they had been looking for Sahu for a long time as ""he was a Police informer"".","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"A self styled 'sub-zonal commander' of the JPC, identified as Pradeep Ganju, was killed in a two-hour long clash with the rival group TPC in Latehar District. The Latehar SP, Kuldeep Diwedi, said Police received information about a clash between the two groups in the forests of Bodha Viharjanga under Chandwa Police Station. ""Forces were rushed to the spot early in the morning. The Police recovered a body from the encounter site which the villagers identified as that of Pradeep Ganju. Empty cartridges were also recovered from the spot,"" Diwedi said. Two JPC extremists were also hurt in the incident. ""We have launched an intensive combing operation in the area and efforts are being made to arrest the members of the two groups,"" Diwedi added. The two groups possibly clashed to claim supremacy in the area for collecting levy and extorting businessmen and contractors, he added. Ganju, who headed a squad of around 20 armed cadres, was active in the bordering areas of Latehar and Lohardaga Districts. He was wanted in about 20 cases related to extortion, kidnapping and murder under different Police Stations of the two Districts.","Armed Assault, Arrest",1,1,0,1,0,0,0,0,0,0,1,0,0,0
"A former village sarpanch, identified as Somlu Tati, who was abducted by the CPI-Maoist, was found dead in Bijapur District. The body of the former sarpanch of Todka village panchayat was found lying in a pool of blood on a road near his native place Todka under Gangaloor Police Station limits, Bijapur ASP Indira Kalyan Elesela said. Tati was reportedly abducted by Maoists last week from his village, after he was suspected to be a 'Police informer'.","Abduction, Armed Assault",1,1,0,0,0,0,0,0,0,0,0,0,1,1
"A group of around 50 cadres and supporters of the CPI-Maoist poured petroleum products in machine rooms of three telecommunication towers belonging to Bharat Sanchar Nigam Ltd. (BSNL), Airtel and Idea and set them ablaze in Konwai village in Palamu District.",Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Hundreds of people surrounded a Police Station in Sukma District in protest against the arrest of five villagers on suspicion of being CPI-Maoist cadres. Residents of Kukanar and nearby villages of Sukma also blocked the National Highway No.30 for a brief period.,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CPI-Maoist cadres kill five civilians in the Bijapur area of Dantewada District. The victims were part of a group of seven civilians who were earlier abducted by the Maoists from the area.,"Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,1,1
"Six dumps of illegal arms and ammunition, including 312 kilograms of gelatine sticks, 30 detonators, 170 coupling bombs and 60 rounds of ammunition belonging to the CPI-Maoist and three arms hidden by the Praja Pratighatana faction of the CPI-ML, were recovered by the Warangal District Police. These arms and ammunition were recovered during a search operation in the Tadvai, Kothaguda and Chityal mandals and major recoveries were made at Velishala hills in Chityal and the Kothaguda forest.",Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Acting on a tip off, Police arrested a woman Maoist, Munguli Purti, during an anti-Maoist operation in forest area of Topadihi in Sundargarh District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Acting on a tip-off that cadres of the CPI-Maoist had converged at a training camp on the Gajapati-Kandhamal border, a Central Reserve Police Force team rushed to the spot and shot dead a Maoist and injured another in an encounter",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Police arrested CPI-Maoist 'zonal commander' Manoj Nagesia with his six associates at Gumla and recovered 100 detonators, two can bombs, two rifles, SLR and ammunition. Police sources said Nagesia is associated with more than 35 cases of loot and robbery registered at Gumla and Simdega Districts","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
More than 200 armed cadres of the CPI-Maoist stormed the control room of a BSNL communication tower and asked the employees to vacate it before detonating dynamites at Maigra village in the Gaya District.,"Armed Assault, Bombing, Infrastructure",0,1,0,0,1,1,0,1,0,0,0,0,0,0
"Forty members of the CPI-Maoist surrendered to the Police in Bastar District. ""Nineteen members of the Maoists' Katekalyan area committee in Darbha area, two members of Kanger valley area committee and 19 members of Mardapal and Barsoor area committee in Bastar surrendered on Saturday,"" claimed Bastar Police in a press statement. The surrendered included one LOS member, three Maoist 'militia commanders', one 'deputy commander', 19 'militia members', five CNM 'commanders', four CNM members, four village committee members and two Sangham members of the Maoist organisation in Bastar.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"CPI-Maoist cadres abducted R. Veenil Krishna, District Collector of Malkangiri District while he was returning after an interaction programme in K Gumma block of the District",Abduction,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"A CPI- Maoist central committee member, Arun Paswan alias Gautam, carrying a reward of INR 1 lakh on his head, was arrested from Chandauti Police station area of Gaya District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Head Constable Ajay Bhagat of the Chhattisgarh Armed Force was injured in a gun battle with the Maoists near Karkeli in Bijapur District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ten persons suspected to have links with the Naxalites were arrested and three tonnes of opium worth INR 4 crore was recovered from them by the Jharkhand Police. According to Police, an inter-state gang with Naxalite links is responsible for the cultivation and sale of opium in Jharkhand.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"A joint squad of SFs personnel found two IEDs - one of around 20 kgs and another of 2.5 kgs, placed beneath Chintagufa-Dornapal route under Chintagufa Police Station limits in Sukma District of Chhattisgarh.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"The CPI-Maoist cadres killed Hemant Bage, a local Congress party leader, inside his vehicle and set it ablaze in the Lumbatoli village of Simdega District.","Armed Assault, Infrastructure",1,1,0,0,0,0,1,1,0,0,0,0,0,0
Andhra Pradesh Police found a camp of CPI-Maoist at Golluru on the border with Koraput District in Odisha and Vizianagaram District in Andhra Pradesh.,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0
