incident_summary,total_fatalities,first_action,incident_number,count_bin
"Suspected cadres of the CPI-Maoist killed the DGM of AP Rayons factory at Mangapet, deep inside the forest area in Warangal District. The victim, identified as Ramakrishna, belongs to Nellore. The Maoists also fired at the senior manager Sadanandam, who was inside the DGM chamber and injured him.",1,Armed Assault,105161101.0,1
"In two separate incidents, two tribals, including the Hukumpeta mandal president of Indian National Congress party, were killed by the CPI-Maoist cadres in Visakhapatnam District. While the mandal president was identified as Korra Chittibabu, the tribal civilian was identified as Vanthala Malathi of G.K. Veedhi mandal. According to the SP Akun Sabharwal, a group of three Maoists attacked Chittibabu and shot him dead near his house in Hukumpeta because belonged to the Congress party.",2,Armed Assault,105180901.0,2
Three IEDs suspected to be placed by the CPI-Maoist cadres were recovered by the BSF personnel on a road passing through Machkund Hydro Power Station on the Andhra Orissa Border (AOB) in Vishakhapatnam District of Andhra Pradesh.,0,Bombing,105181401.0,0
"CPI-Maoist cadres shot dead the village chief of Nakirekallu, identified as Sagam Anji Reddy, in the Guntur District.",1,Armed Assault,105200501.0,1
Suspected Maoists shot dead a former Naxalite suspecting him to be a police informer at Bojjiguppa village in Bhadrachalam rural mandal in Khammam District.,1,Armed Assault,105201201.0,1
"Two senior CPI-Maoist cadres, identified as Patel Sudhakar Reddy alias Suryam alias Srikanth and Kanugula Venkataiah, were killed during an encounter with the Police at Gaurappa hillocks near Lavvala village in the thick Tadvai forest area in Warangal District. The encounter took place when one of the special party Police teams, who were pressed into combing operations for the past two weeks, spotted a group of Maoists camping on the top of Gaurappa hillocks near Lavvala village in Tadvai mandal. The Police recovered one AK 47, one 9 mm pistol, one 8 mm rifle, three kitbags, INR 20,000 in cash and revolutionary party literature from the encounter site.",2,Armed Assault,105240901.0,2
"CPI-Maoist cadres killed a registered medical practitioner, identified as B. Srinivasa Rao, after branding him as a Police informer in Rudradam near Wazeedu in Khammam District.",1,Armed Assault,105240902.0,1
"he CPI-Maoist cadres killed B. Madhukar (25), upa sarpanch (deputy head) of Uppanapalli gram panchayat (village level local self Government institution) in Eturunagaram circle of Warangal District.",1,Armed Assault,105241002.0,1
"A 10-year-old boy dies after being caught in the crossfire when three CPI-Maoist cadres attacked a Congress party leader, Nasara Reddy, at Thamadapalli in the Ongole area of Prakasam District. Subsequently, they shot dead Nasara Reddy and escaped from the village.",2,Armed Assault,105260501.0,2
"A Police personnel, B. Samuel, is killed and two civilians sustain injuries during an attack by Maoists belonging to the Palnadu dalam at Kocherla in the Guntur District.",1,Armed Assault,105270501.0,1
"An auto rickshaw driver was injured when a group of armed extremists opened fire on a siren-fitted auto rickshaw heading for night patrolling near a paddy field in Charla town in Bhadrachalam division in Khammam District around midnight. P Nagendra (22) sustained bullet wounds. However, no policeman was present in the auto rickshaw.",0,Armed Assault,105271201.0,0
"The cadres of the CPI-Maoist and a Police Special Party exchanged fire near Cheedipalli near Gorrellametta under Boodaralla panchayat in Koyyuru mandal in Visakhapatnam District. Two groups of Maoists, numbering about 15 members, fired around four rounds on the Police party and the Police retaliated by firing one round and the Maoists escaped according to preliminary reports, SP Koya Praveen said.",0,Armed Assault,105271501.0,0
"CPI-Maoist cadres fired on a Central Reserve Police Force contingent at a weekly market at Sileru in the Vishakapatnam District, killing one CRPF personnel.J",1,Armed Assault,105280601.0,1
"CPI-Maoist cadres shot dead a tribal leader, S. Ravi Shankar, at Hukumpeta in the Visakhapatnam District. The incident occurred when about ten armed Maoists emerged from the forests and shot at Shankar at close range in the presence of hundreds of devotees during a local festival called Modakondamma Jatara and escaped.",1,Armed Assault,105280701.0,1
"The Police and CPI-Maoist cadres exchanged fire for the second consecutive day in Visakhapatnam District. Five Maoists were sighted, three of them carrying SLRs, near Teegalametta under Boodaralla panchayat in Koyyuru mandal and they could be part of one of the three groups of Maoists that escaped after engaging Police for a while from around 800 meters at Cheedipalli on May 27 morning, SP Koya Praveen said.",0,Armed Assault,105281501.0,0
"The CPI-Maoist cadres triggered a bomb blast blowing up the control room of the Andhra Pradesh Power Generation Corporation’s 24 Mega Watt mini hydel power station at Donkarai village in the East Godavari District. According to Police, about 50 armed Maoists came to the control room and using explosives blasted it and later escaped. An assistant engineer of the plant sustained injuries in the blast.",0,Bombing,105290701.0,0
"At least four CPI-Maoist cadres were killed in an encounter with the Andhra Pradesh Police near Gunupurai village in the Visakhapatnam District. Among those killed were Jhansi, a woman 'Dalam (squad) commander' of the Korukonda area.",4,Armed Assault,105300801.0,3-5
Cadres of the CPI-Maoist triggered a bomb blast targeting a telephone exchange at Satyanarayanapuram in the Khammam District.,0,Bombing,106010601.0,0
"A Naxalite belonging to the Praja Pratighatana faction was killed in an encounter with the Police at Mellamadgu village in the Bodu Police station limits of Khammam District. Three others Naxalites, however, managed to escape. One 8-mm rifle was recovered from the slain extremist.",1,Armed Assault,106010801.0,1
"Armed cadres of the Venkatapuram local guerrilla squad led by their leader Renuka and accompanied by a large number of Gotti Koya tribals, killed K. Satyam, a Congress party leader, at Chinnamidisaleru village in the Khammam District. The same group of extremists attacked the house of a trader, Soyam Somaraju, in the nearby Pedamidisaleru area of Khammam District. They also set a tractor ablaze in the Togugudem forests, on the border with Chhattisgarh.",1,Armed Assault,106050701.0,1
"The Warangal District Police recovered 13 landmines, four claymore mines, 16 detonators and 200 meters of wire bundle which were planted by Maoists between Kowshettivai and Chowledu villages.",0,Bombing,106050703.0,0
"CPI-Maoist cadres killed an auto rickshaw driver, Thati Bhaskar, suspecting him to be a Police informer at Pusuguppa, a village close to the Chhattisgarh border in the Khammam District.",1,Armed Assault,106050801.0,1
"Three suspected cadres of the CPI-Maoist, believed to be members of the Andhra-Orissa Border Committee, were killed in an encounter with the Police between Tangana Kota and Singana Kota hamlets of interior Patakota in the East Godavari District.",3,Armed Assault,106060601.0,3-5
Two Janashakthi cadres were killed in an exchange of fire with Police in the reserve forest area near Gattupalli in the Kadapa District.,2,Armed Assault,106060701.0,2
"Arava Guravaiah, a suspected sympathiser of the CPI-Maoist, was killed in a road accident at Remecharla in Bollapalli mandal (administrative unit) in Guntur District while Policemen were chasing him. Two Police Constables were also injured.",1,Armed Assault,106061001.0,1
"A member of State and Central Committees of the CPI-Maoist leader, Mattam Ravikumar alias Sridhar alias Anil, was killed in an encounter with the Police in the interior Nallamala forest area.",1,Armed Assault,106160601.0,1
"Police recovered two powerful landmines connected with wires on the G.L. Puram - Kedaripuram Road at Savarakotapadu in the Vizianagaram District. Parvatipuram Sub-Divisional Police Officer N. Sudershan Rao said that while combing the area Elwinpet Sub-Inspector Rajulu Naidu and his team found steel cans filled with gelatine sticks, each weighing about five kilograms. A bomb disposal squad subsequently defused them.",0,Bombing,106160701.0,0
Three Maoists were killed in an encounter with the Police at Somamdepalli village in the Prakasam District.,3,Armed Assault,106170601.0,3-5
"CPI-Maoist Palnadu ‘platoon commander', identified as Suresh, was killed in an encounter with a special Police party team at Ramapuram crossroads near Dachepalli in the Guntur District.",1,Armed Assault,106180601.0,1
"Two Maoists were killed in an encounter with the Police near Marrimalla village, close to the banks of the Godavari in the Khammam District.",2,Armed Assault,106180602.0,2
CPI-Maoist cadres kill three TDP activists and injure two others at Yachavaram village in the Prakasam District.,3,Armed Assault,106190501.0,3-5
"Three CPI-Maoist cadres, including Jana Babu Rao alias Ashok (48), district 'central committee member' of Nallamalla range, Bharathi (38), wife of Ashok and Vimalakka (35), were killed in an encounter with a Police party in Nallamalla forest range at Kallagunta village in Yerragondabalem mandal of Prakasam District near Guntur District border.",3,Armed Assault,106191401.0,3-5
"Two CPI–Maoist cadres, including ‘District committee secretary’ Jagadeesh, were killed in an encounter with the Police at Edugurallapalli forest near Chintoor in the Khammam District.",2,Armed Assault,106210601.0,2
"A Reserve Sub-Inspector of Police, Narasimhulu, is killed in an exchange of fire between a Police party and CPI-Maoist cadres in the Reddipalle Cheruvu forest area of Cuddapah District.",1,Armed Assault,106220501.0,1
"Two cadres of the CPI-ML Praja Pratighatna outfit, Bhaskar alias Srinivas, 'dalam (squad) commander’ of the Mahabubabad area, and Srinivasulu, 'dalam' commander’ of the Tirmulgery area, were killed in a gun-battle with Police near Mallampalli in the Warangal District.",2,Armed Assault,106220701.0,2
"A top Maoist leader, Sande Rajamouli alias Prasad - the State Committee Secretary of Karnataka, a Central Committee Member and Central Military Commission member of CPI-Maoist - was reportedly killed in an encounter with the Police near the railway station at Dharmavaram in the Anantapur District. A statement by the CPI-Maoist Karnataka State committee subsequently said that Rajamouli was in fact arrested near a bus stand at Kollam in the State of Kerala on June 22 and killed later on.",1,Armed Assault,106220702.0,1
"A Salwa Judum activist, identified as Srinivas, was shot dead by cadres of the CPI-Maoist at a weekly tribal market at Edugurallapalli in the Khammam District.",1,Armed Assault,106220703.0,1
"Maoists took away INR 200,000 in cash, gold ornaments, several bags of rice, utensils, DVD player and home theatre and also two cows and 16 goats from the house",1,Armed Assault,106220801.0,1
